brand,platform,model,timestamp,engagement,likes,comments,shares,reactions,url,caption,text,hashtags,thumbnail,classification_reason,classification_confidence
Tesla,instagram,Model Y,2025-08-18T10:07:30+00:00,174,173,1,0,0,https://www.instagram.com/p/DNfg_FDycdA/,"Visit Tesla at Tampines 1 until Sunday, 24 August 2025. Learn about our vehicles, their safety features, and more. Find us at Level 1, atrium from 10am to 10pm.",,,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-15/534318922_18012573299784786_540651960114589253_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QGYBY66X2AOmydV_Hcv85o_AmKz4hcDzEwh8QMzlDmKeqyXRqSazxjmbPDdA1-lwHU&_nc_ohc=kJ-4wxqA1rAQ7kNvwFx3qH4&_nc_gid=dnU6-JUEwnEtoRVaz2HbMg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfdsW2X6CpBi3_rcg7UTS9gR8yJvt2lyHvCwyCRd5JdqjQ&oe=68EE869F&_nc_sid=10d13b,"The text does not mention any specific Tesla model, but the image clearly shows a Tesla Model Y, which is one of the target models. This supports the classification as Model Y.",90
Tesla,instagram,non_automotive,2025-09-02T00:29:38+00:00,25,24,1,0,0,https://www.instagram.com/p/DOFGq0QE8Ki/,We’re accelerating the world’s transition to sustainable abundance,,,https://instagram.fagc3-2.fna.fbcdn.net/v/t51.2885-15/540513795_18014209016784786_4511659700145729584_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fagc3-2.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2QHP2PHKVVFuZFlFE_pKFxzLBshFPpfaGYn6bXtbE6HHwMcQwwhcf63dVtbsxLhWYus&_nc_ohc=yBY2R2F8_FwQ7kNvwHqr4om&_nc_gid=2PwkY5iekSuTHwRQm71O4g&edm=APs17CUBAAAA&ccb=7-5&oh=00_AffwJFsCxbSit-5r-Lh6kxsAgfdAu81wwVAn7OL7cRUe5Q&oe=68EEA6F1&_nc_sid=10d13b,"The text does not mention any specific vehicle model, and the image depicts a humanoid robot, which is not related to automotive content.",90
Tesla,instagram,Model Y,2025-08-06T11:57:30+00:00,41,39,2,0,0,https://www.instagram.com/p/DNAz-1Xy0nI/,"A vehicle display you actually want to use
No lag, no buffering - just the snappiest vehicle Ul in the game",,,https://scontent-mia3-1.cdninstagram.com/v/t51.2885-15/528288337_18011154137784786_8283366950891575869_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QGDaquz5G7XudAoYAX2OrF31QDNuvTHb8lKNtLDnzZIy2jEmfA8XWZM1wVah68F0lM&_nc_ohc=OgeJDGGReo0Q7kNvwF5GZMI&_nc_gid=0xjFbO8LFPeddIJigW5Ovg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfcLn_jktSM-5PW4FWqz-q4fydc4QWdOruRUyop3cDO7SQ&oe=68EE8467&_nc_sid=10d13b,"The text does not explicitly mention the Model Y, but the image shows a vehicle display with a car that resembles a Tesla Model Y. The context of the post is automotive-related and the image supports the classification.",90
Tesla,instagram,Model 3,2025-08-29T06:24:27+00:00,48,48,0,0,0,https://www.instagram.com/p/DN7cHWkk_IL/,Model 3 Long Range Rear-Wheel Drive now available in Singapore - Travel further on a single charge with the performance and handling of our rear-wheel power train,,,https://scontent-bos5-1.cdninstagram.com/v/t51.2885-15/539974566_18013781714784786_2421115017837037636_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QHJC3hTZbG-47M_Pyh2C84eJxJ5SWL87V0MG2blGzfB84sU60ZLH5SmYGMJyoHw-es&_nc_ohc=0Bvme_WUJ0UQ7kNvwGDD6Jb&_nc_gid=HI6TpmN4aPato5KpIP28ew&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afc-qBl4SIgIRrtVhmHF2b_ZB61gxf49Ehx0UppGEe3jQQ&oe=68EE8945&_nc_sid=10d13b,The text explicitly mentions 'Model 3 Long Range Rear-Wheel Drive' and the image supports this by showing a Tesla Model 3. The target model 'Model Y' is not mentioned.,95
Tesla,instagram,general_automotive,2025-08-31T10:07:13+00:00,125,120,5,0,0,https://www.instagram.com/p/DOA_Pq4E7Bf/,"Experience the ease of Autosteer (Beta) with Tesla’s Autopilot.
Tesla takes the wheel — you stay in control",,,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/540511245_18014026601784786_8234576690984345173_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QH-JNV6V_1UuDbth3GzWwc7mXVXrNqdBCy369zSsOX5wue4xqUS9N0ARnLsZkkohg3EcF2_knhcPSJOzK6yWh2w&_nc_ohc=vk5QfTyCW8EQ7kNvwE7XPM3&_nc_gid=QA60bvue-41_B2GNksvcAg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfdHsqtJC91_Aj7Hck7IHDXsOJUDbBDP7kNZXiAJpRv0WA&oe=68EEADA2&_nc_sid=10d13b,"The text discusses Tesla's Autopilot and Autosteer features but does not mention any specific Tesla model, including the target model 'Model Y'. The image supports the automotive context but does not specify a model.",85
Tesla,instagram,non_automotive,2025-08-21T02:41:32+00:00,63,63,0,0,0,https://www.instagram.com/p/DNmcVVdSTRF/,New arrivals - now on the Tesla Shop,,,https://instagram.fsan1-1.fna.fbcdn.net/v/t51.2885-15/536288180_18012866252784786_7190046477953815898_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fsan1-1.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2QGUz_B9a8c_eCVikgqt5aPoHAcug7KdOEGdTr4fu3TptYzsbA761xDcUBumopJBKbU&_nc_ohc=iT43Tf6G8yoQ7kNvwHNmW9G&_nc_gid=NlPTiy75ceW41vnY8LRxWw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfcTLypY9J79AJljdaJwsNcaXtVOm4tLuC-pf2m2Z9rBYQ&oe=68EE96E5&_nc_sid=10d13b,"The text and image are related to Tesla merchandise, not a specific vehicle model. No mention of Model Y or any other vehicle model.",95
Tesla,instagram,general_automotive,2025-08-13T05:43:55+00:00,80,80,0,0,0,https://www.instagram.com/p/DNSK2JxqSoX/,"Tesla is coming to Tampines One from 18 to 24 August - go on a test drive adventure, get immersed with daily light shows, and learn about Tesla, EVs, safety and more.",,,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/530623345_18011964950784786_5519353288379870540_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QFukNPovPopgloECms7zTSK7w2nO6oDtAPIwx6UF12XFb2_et-7zN3BYk7OdR7Q2WQ&_nc_ohc=ro-yRi7esCAQ7kNvwEIXGoN&_nc_gid=IiSQUkgt4kGzuIktUuo_2w&edm=APs17CUBAAAA&ccb=7-5&oh=00_AffGmgcB7YioqTXwGwZD7PfbOPAyW2db-mGkW2OUCBy40w&oe=68EE9477&_nc_sid=10d13b,"The text is automotive-related, discussing a Tesla event with test drives and information about Tesla and EVs. However, it does not mention any specific Tesla model, including the target model 'Model Y'. The image supports the automotive context but does not specify a model.",85
Tesla,instagram,Model Y,2025-08-01T08:00:00+00:00,153,152,1,0,0,https://www.instagram.com/p/DMzg85NTFK2/,"Tesla’s latest software update (version 2025.20) includes a new feature for Model 3 and New Model Y owners: the ability to release the charging cable by pulling the rear left door handle. 

Charging can now be stopped and the charge cable released by pulling and holding the rear left door handle for 3 seconds, provided the vehicle is unlocked or a recognised connected phone key is nearby.",,,https://instagram.forf1-3.fna.fbcdn.net/v/t51.2885-15/525894014_18010460864784786_720601971351742618_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.forf1-3.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2QF7Rvbfcvda0doBUI3IvmUbY7NGQ0MDz6nqfIpr6N-Hoab8z4_qaXlZKdl-XhGwOs8&_nc_ohc=q_lDh4ZmC5EQ7kNvwEmj5uZ&_nc_gid=TZwa_fkDzqiMiCQMEKlM-g&edm=APs17CUBAAAA&ccb=7-5&oh=00_AffqBUXyNiaoNHiz06LcrSotOBPEQIn2rfRGAZ3BpTIBHQ&oe=68EE9706&_nc_sid=10d13b,"The text explicitly mentions 'New Model Y' as one of the models receiving the software update. The image supports this by showing a Tesla vehicle at a charging station, which aligns with the context of the update.",95
Tesla,instagram,general_automotive,2025-08-04T09:36:48+00:00,80,77,3,0,0,https://www.instagram.com/p/DM7aV60y2Rm/,"Tesla Superchargers at Westgate, basement 3 are now live ⚡️",,,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/528208710_18010932305784786_9045222716521056666_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QFxq2MTSnxOZ4rzJRmxeMJitOVlfngZcB_BYnPYEWJMlMQAzFEs56dGVtJAQ39PihU&_nc_ohc=DGmOzumFdh4Q7kNvwG3XopY&_nc_gid=zsOAWqXCyU1ZLKaG2d48Yw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afcq7960qGH81xU-YOoCMGDEdX743HZEaTXop7K_6iWYSw&oe=68EEA0B9&_nc_sid=10d13b,"The text mentions Tesla Superchargers, which is automotive-related, but does not specify any particular vehicle model, including the target model 'Model Y'. The image supports the automotive context but does not provide specific model information.",85
Tesla,instagram,Model Y,2025-07-18T06:35:51+00:00,77,74,3,0,0,https://www.instagram.com/p/DMPUHySzXli/,"Drive even further with New Model Y, Long Range AWD. 

With further 8% improvement in range, this enables the New Model Y to achieve a greater range of up to 600km (WLTP) on a single charge, enough for a trip up to Ipoh.
 
Register a test drive to experience today, from the link in bio.",,,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/520538983_18008932955784786_2947785863883592301_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QGeexOTmR23h0GEOBdSr1B_XFlCch7T52yjnLk1zAdE7oPHev39lcBI6YrgFnp4qXU&_nc_ohc=Mmy8WbSsjeUQ7kNvwEmb05X&_nc_gid=i27hJYRkloTwyubK8d2SCw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfdJ5viHoH2_oWkkPiI2TySGnHd27oosOCoi_WantyjQdA&oe=68EE8675&_nc_sid=10d13b,"The text explicitly mentions 'New Model Y, Long Range AWD' and the image supports this by showing a vehicle labeled as 'New Model Y'.",100
Tesla,instagram,general_automotive,2025-09-05T11:07:47+00:00,100,98,2,0,0,https://www.instagram.com/p/DON-MVwE2P2/,"Tesla shares - Charging your vehicle

Charging is the heartbeat of electric driving. Explore what to consider for seamless, confident EV ownership.",,,https://scontent-lga3-3.cdninstagram.com/v/t51.2885-15/541829764_18014595239784786_4779941364229738052_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QFjXnP9m1UVdkp-nTbWjJZHngPL_pDLOkpNhFb2b-0a0tFZsiotYSXt_8NScJpKb8k&_nc_ohc=fGovUuyO5ZEQ7kNvwEk00Il&_nc_gid=LaX49sYOvr4xfnKBuMFR9Q&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfddG7qrWPgegrHxH0G9v0TYruvlLY1C2Exyzcy0hGHbUA&oe=68EE7AAF&_nc_sid=10d13b,"The text discusses charging for electric vehicles, which is automotive-related, but does not mention any specific Tesla model, including the target Model Y. The image supports the automotive context but does not specify a model.",85
Tesla,instagram,general_automotive,2025-07-23T13:29:29+00:00,30,30,0,0,0,https://www.instagram.com/p/DMc7blzSrbp/,Celebrate SG60 with Tesla at SAFRA Punggol ⚡️,,,https://scontent-bos5-1.cdninstagram.com/v/t51.2885-15/523741522_18009562106784786_5656215772462375056_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QH5jHKcLGDx4NS8RGuJpp2dprekRFkdMfHeMtUyMbIlUxwt0Vt5ZrsEeXnMKVTU32E&_nc_ohc=DyzV5TsStekQ7kNvwHDT91c&_nc_gid=rKa0vl7SaHhekirI4QWUUw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afd3_RCGuc1Y0839OcweJfJXgpF7lYqtcJ1NVkqu4StW9w&oe=68EE9750&_nc_sid=10d13b,"The text mentions Tesla and is automotive-related, but it does not specify any particular model, including the target model 'Model Y'. The image supports the automotive context but does not provide specific model information.",85
Tesla,instagram,Model Y,2025-07-19T07:05:54+00:00,148,148,0,0,0,https://www.instagram.com/p/DMR8WwWTfYg/,"Last day to meet the Model 3 and the New Model Y at ChargedUP SMU. Learn about the future of mobility and discover Tesla first hand.

📍SMU Connexion Boulevard",,,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/521702820_18009056672784786_5156934375902639995_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QFy-TkcifBapSQf6PSvrHj0ZdewkVVSlrWu1B0wwLcAgrj6-uo8lIAjMkkNdkeQA24&_nc_ohc=EtVJbL7qg8IQ7kNvwE_IHQj&_nc_gid=bvsZU8PyICmNKpwkKmaMug&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfeTqKnlAhryqQt_iqkc2xKy7FXXuOQR9eioEBS3ckU-8A&oe=68EEA442&_nc_sid=10d13b,"The text explicitly mentions 'New Model Y', which is a target model. The image supports this by showing a Tesla vehicle labeled as Model Y.",95
Tesla,instagram,Model Y,2025-07-26T10:05:34+00:00,113,110,3,0,0,https://www.instagram.com/p/DMkSerrTtig/,"Experience Singapore’s 60th Birthday with Tesla.

Shoppers will get to sign up for a Solar Car Workshop exclusively held at Millenia Walk from 28 July - 1 August 2025.

Register via in bio with Millenia Walk’s exclusive link.",,,https://instagram.fsac1-1.fna.fbcdn.net/v/t51.2885-15/524377324_18009888383784786_993404517127759995_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fsac1-1.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2QERnM0r8muwfsSx7spnhcHhCWPdbarDfaYD-2qLMRwPashpmsGLg7km7fHYffPO_fo&_nc_ohc=w2oHsgtTxQQQ7kNvwGFkJml&_nc_gid=489fCuRbVy2yK9T8sckNkw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfeShOo8o0bIYKswUUtK-EnfJ5SniWt9uX_jpbA6L_D0hw&oe=68EE8C76&_nc_sid=10d13b,"The text does not mention any specific Tesla model, but the image clearly shows a Tesla Model Y, which is one of the target models.",95
Tesla,instagram,general_automotive,2025-07-31T06:59:47+00:00,64,63,1,0,0,https://www.instagram.com/p/DMw1EZqzVVK/,"Sync your lights to the music with the new Light Sync feature 🎶

Rolling out now in software update 2025.26+",,,https://scontent-ord5-3.cdninstagram.com/v/t51.2885-15/525862153_18010460756784786_3675096565142713841_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-ord5-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QEHKS5qSxgqEWkzu2ZUlCCpM4OFPzF6IwjJfhOqExSsRtENB0rYFB1L-peHUflZWo9wUt7M11lEqyFpiR3ITOdV&_nc_ohc=FzIUI4L_3hIQ7kNvwELrTB7&_nc_gid=LQpmw_hy4LZhHujEV3l7rw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afejff5rZ7ndS5t0KXW0Xcy7nmOOngENrv4p5WK7aTImSw&oe=68EEA9A8&_nc_sid=10d13b,"The text discusses a new feature related to Tesla vehicles but does not mention any specific model, including the target model 'Model Y'. The image shows a car interior with a display, but it does not provide specific evidence of the Model Y.",85
Tesla,instagram,Model Y,2025-07-28T11:49:01+00:00,69,69,0,0,0,https://www.instagram.com/p/DMpnoaoz0Eh/,"SG60 GIVEAWAY!!!
.
⚡️Tesla Drive To Believe ends real soon — registration closes 3rd Aug! So chop chop curry pok go sign up! 🏃‍♀️🏃‍♂️💨
.
Winners get a 4D3N Tesla Model 3 or New Model Y experience (yes, like owning it for a few days 🤩) plus gifts from Hush Candle & Iki Concepts 🎁
.
Watch the full video for all the juicy details — and good luck! 🍀",,,https://scontent-atl3-2.cdninstagram.com/v/t51.2885-15/525014088_1567218061317545_7372421517281218443_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QFsvTweokpFQLuOkeSyLf-TV7ktGrtOufR6VhQv_FjBqKHsYF9kKFDfxkUT26aEjcw&_nc_ohc=uIUGmqorRyoQ7kNvwHEfm3V&_nc_gid=qYciJgBIpXCgh7nhRWyHCg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfcLXieIz79yMWQ8PwQtUkX1iYSWCRm_GuJnGH4WFL4H9Q&oe=68EE9DFD&_nc_sid=10d13b,"The text explicitly mentions 'New Model Y' as part of the giveaway experience, which matches the target model list.",95
Tesla,instagram,general_automotive,2025-07-22T10:21:00+00:00,91,88,3,0,0,https://www.instagram.com/p/DMZ_zrbTMNw/,"Tesla Diner & Supercharger in Hollywood, LA

Open 24/7, starting now",,,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/523106546_18009429857784786_4650469326533681363_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QEPQ2Xaue_fzIpKc5y8dylqQsyBLI1iPnRlMNJhCsHGvOsgGbm7q6LYTMChYQWiSpg&_nc_ohc=o0XhAry8WUQQ7kNvwEbUuec&_nc_gid=5QQUpx8QHZDoak8MHLc-bg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AffEHHf8NqmORUFfFWLVNtivSesqNWQXL2gi9pqDbrkBNA&oe=68EE97EA&_nc_sid=10d13b,"The text is automotive-related, mentioning a Tesla Diner & Supercharger, but does not specify any vehicle model, including the target model 'Model Y'. The image supports the automotive context but does not provide specific model identification.",85
Tesla,instagram,Model Y,2025-07-15T11:33:40+00:00,52,52,0,0,0,https://www.instagram.com/p/DMIH0YDSKq-/,"Own New Model Y, the best-selling vehicle, redesigned. Available for order in India today",,,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/520232320_18008606240784786_3796770157412128681_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QEAYP4JI59X8rPlrJn3Q-qt2e3nTcGJOawiMYbr023Th3AIMItfe8-qeBs5ssQSnQIUBEVneZ8LZ_34wfIUABeT&_nc_ohc=1zfQYtb9GccQ7kNvwEtcLpW&_nc_gid=QPLhz7vtrBsetjc9BZJx1A&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afd1fnVv6JlvkaX8Ipp_95u3QEQJy-j_Ssx91F2pSjrJCg&oe=68EEA775&_nc_sid=10d13b,The text explicitly mentions 'Model Y' as the target model. The image also supports this by showing a Tesla vehicle with 'Model Y' mentioned in the text overlay.,100
Tesla,instagram,general_automotive,2025-08-24T14:15:45+00:00,115,102,13,0,0,https://www.instagram.com/p/DNvZ1ta5n0P/,Can It Autopark? - Parallel parking,,,https://instagram.fglw1-1.fna.fbcdn.net/v/t51.2885-15/538059636_1092565212959391_1479355777977618978_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fglw1-1.fna.fbcdn.net&_nc_cat=103&_nc_oc=Q6cZ2QHWR6s7VbX8nx6mRqQStL4ecsnBgUcrNA0ubSP8qzQ9mc8HRvtPHB7kz427Zj6stB8&_nc_ohc=haRTWEmb_XgQ7kNvwFYaLg4&_nc_gid=kcFVCptb8jZ5LSpdNOl8DA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfdRaB0CWX3Q-n6njUOh6voEh7zAX9hl5v3ObL_fAfqLCg&oe=68EE815E&_nc_sid=10d13b,"The text is automotive-related, discussing a feature (autopark) common in Tesla vehicles, but does not mention a specific model. The image shows a Tesla interior, supporting the automotive context.",85
Tesla,instagram,Model Y,2025-07-15T11:02:22+00:00,51,51,0,0,0,https://www.instagram.com/p/DMIEPKbTQ86/,"Experience Singapore’s 60th Birthday with our SG60 workshop, held exclusively at Millenia Walk. Customise and bring home a Tesla National Day-themed keychain workshop, a perfect activity for all ages.
 
Register via link in bio, terms and conditions apply.",,,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/518567831_18008603201784786_706076394926135773_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QHsrS9Tblep89Lhuv06Zwn8ArmdWkfkMiDAmAyYa0r5RzhIpfCaNEz5Z5PcPCxUeQM&_nc_ohc=9-siDShHk-gQ7kNvwFRHq_q&_nc_gid=qDD_huMHgnlAoQLlAH4fpw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afd_c8asQrBx-4SeE6HkNMAeTeLaqL2cHkqk809JHjGXBQ&oe=68EE7CB9&_nc_sid=10d13b,"The image shows a Tesla vehicle that resembles the Model Y, and the text is automotive-related with a focus on a Tesla-themed workshop.",95
Tesla,instagram,Model Y,2025-09-11T07:06:18+00:00,55,55,0,0,0,https://www.instagram.com/p/DOc_U0aExRr/,"Tesla’s cutting-edge technology delivers unmatched protection against theft, with Model 3 and Model Y topping IIHS rankings as the most secure electric vehicles. Read more to discover how this is achieved.",,,https://scontent-den2-1.cdninstagram.com/v/t51.2885-15/546664362_18015300017784786_5972731815682006454_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-den2-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QEJYvdLPr1Vq4Zyff7_bJwVXbbKD5MDTdLwVhlx9yWD0rCGbg8iqeShIenniqh4Gs6AjzF1ZbDWSgBPi4dJzNaW&_nc_ohc=rrmIfinWalQQ7kNvwEfpGpX&_nc_gid=OVV7n1KTebaE9hslL5JBlQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afev9pUWS2yjkxvxA2asOopEfVLJMk35eJn2skMjVrxWHg&oe=68EE8EEF&_nc_sid=10d13b,"The text explicitly mentions 'Model Y' as one of the Tesla models topping IIHS rankings for security. The image supports this classification by showing a Tesla vehicle, which aligns with the context of the post.",95
Tesla,instagram,general_automotive,2025-08-20T11:07:27+00:00,43,42,1,0,0,https://www.instagram.com/p/DNkxb49ynUf/,"Over 50 years, you might drive half a million miles—our global fleet collectively achieves that every 3.5 minutes.

With 360-degree vision and reaction times much faster than the average human driver, Autopilot and FSD Supervised make traffic safer for you and other road users.",,,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/536257593_18012793445784786_2423633935486824282_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QH0BNtJbwg2BhVIYzoQmyvJvUScXj3fchhEtnAWX1YdOd-F25-10OLxF2tAlxdyPx0&_nc_ohc=Ysfj1Hqar1YQ7kNvwE8XfPu&_nc_gid=lc4fHVbWH9p4dcQXNuSRAw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfepNjtqm5F2XPdeYIETjlNsJ3NBy34W7EdwU8F187_8og&oe=68EEA3CF&_nc_sid=10d13b,"The text discusses Tesla's Autopilot and FSD technology but does not mention any specific vehicle model, including the target model 'Model Y'. The image also supports the discussion of Tesla's Autopilot technology without specifying a model.",90
Tesla,facebook,unclassified,2025-10-10T13:58:08.974780,0,0,0,0,0,,,,,,No text or image content available,0
